Mouse,Genotype,Colony_Prefix,Sex,Gene_Name,period,start,Age_In_Weeks,low_survival_spotted,start_weight,weigth_min,w_d7,auc_d7,Average_Histo_Score,E_score_Histo,M_score_Histo,surv_days,pre_d10_death
M01659572,Sgms1:Hom,MEBK,Female,Sgms1,A,2014-01-13,8.7,NA,20.7,-0.053140096618357384,-0.019323671497584474,0.05555555555555591,7.35,0.85,2,10,FALSE
M01659887,Trp53rkb:Hom,MFJA,Male,Trp53rkb,A,2014-01-13,8.7,NA,24,-0.020833333333333332,0.01250000000000003,0.18541666666666679,3.6,0.1,0.5,10,FALSE
M01659888,Trp53rkb:Hom,MFJA,Male,Trp53rkb,A,2014-01-13,8.7,NA,25.7,-0.05447470817120617,-0.0077821011673151474,0.06809338521400785,4.5,1,0,10,FALSE
M01659889,Trp53rkb:Hom,MFJA,Female,Trp53rkb,A,2014-01-13,8.7,NA,20.9,-0.07177033492822966,-0.05263157894736832,-0.06459330143540601,3.65,0.15,1,10,FALSE
M01659890,Trp53rkb:Hom,MFJA,Female,Trp53rkb,A,2014-01-13,8.7,NA,17.5,0.011428571428571389,0.011428571428571389,0.2857142857142855,6.5,1,1.5,10,FALSE
M01660356,Pced1a(b):Hom,MUCD,Male,Pced1a,A,2014-01-13,8.3,NA,28.1,-0.20640569395017794,-0.20640569395017794,-0.21174377224199306,8.75,1.25,2.5,7,TRUE
M01660367,Pced1a(b):Hom,MUCD,Female,Pced1a,A,2014-01-13,8.6,NA,20.8,-0.13461538461538464,-0.10096153846153853,-0.22355769230769265,4.9,0.4,1,10,FALSE
M01660369,Pced1a(b):Hom,MUCD,Female,Pced1a,A,2014-01-13,8.6,NA,20.4,-0.11764705882352935,-0.02450980392156863,0.2132352941176475,5.5,1,0.5,10,FALSE
M01660374,Pced1a(b):Hom,MUCD,Male,Pced1a,A,2014-01-13,8.3,NA,27.2,-0.22058823529411764,-0.22058823529411764,-0.24448529411764688,12,3,3,7,TRUE
M01660401,Klf17(b):Hom,MUBV,Male,Klf17,A,2014-01-20,8.9,NA,29.9,-0.08361204013377926,-0.04682274247491634,0.023411371237458525,NA,NA,NA,10,FALSE
M01660402,Klf17(b):Hom,MUBV,Male,Klf17,A,2014-01-20,8.9,NA,29.5,-0.1254237288135593,-0.08813559322033904,-0.020338983050847637,9.25,1.75,2.5,10,FALSE
M01662662,Ctr9(b):Het,MUAZ,Male,Ctr9,A,2014-01-13,8.7,NA,26.5,-0.2113207547169812,-0.026415094339622615,0.054716981132075404,12,3,3,8,TRUE
M01662663,Ctr9(b):Het,MUAZ,Female,Ctr9,A,2014-01-13,8.7,NA,21.5,-0.11627906976744186,-0.07441860465116286,-0.11627906976744184,9.5,1.5,2.5,10,FALSE
M01662664,Ctr9(b):Het,MUAZ,Female,Ctr9,A,2014-01-13,8.7,NA,17.9,-0.016759776536312693,0.00558659217877103,0.17039106145251454,5.8,0.3,1.5,10,FALSE
M01662778,Cpt2(b):Het,MUDF,Female,Cpt2,A,2014-01-20,9.6,NA,20.4,-0.12745098039215677,-0.07352941176470588,-0.007352941176470167,2,0.25,0,10,FALSE
M01662787,Cpt2(b):Het,MUDF,Male,Cpt2,A,2014-01-20,9.1,NA,26.5,-0.12830188679245277,-0.07547169811320754,-0.07547169811320754,10.15,2.15,2.5,10,FALSE
M01662788,Cpt2(b):Het,MUDF,Male,Cpt2,A,2014-01-20,9.1,NA,27,-0.07407407407407407,-0.04444444444444442,0.07037037037037025,8.5,1,2.5,10,FALSE
M01662789,Cpt2(b):Het,MUDF,Female,Cpt2,A,2014-01-20,9.1,NA,21.6,-0.11574074074074073,-0.06944444444444443,0.053240740740740346,5.75,1,1,10,FALSE
M01662860,WT,MFJE,Male,Srsf7,A,2014-01-20,8.7,NA,26.7,-0.17602996254681647,-0.17602996254681647,-0.06554307116104863,12,3,3,7,TRUE
M01662861,WT,MFJE,Male,Srsf7,A,2014-01-20,8.7,NA,27.5,-0.16727272727272732,-0.16727272727272732,-0.07636363636363643,7,0.75,1.75,7,TRUE
M01662864,WT,MFJE,Female,Srsf7,A,2014-01-20,8.7,NA,22.6,-0.04424778761061947,0,0.15044247787610582,6.4,0.9,1.5,10,FALSE
M01662865,WT,MFJE,Female,Srsf7,A,2014-01-20,8.7,NA,19.7,-0.08121827411167502,-0.025380710659898477,0.14467005076142142,6,1.5,1,10,FALSE
M01665382,Serinc3:Hom,MFXJ,Female,Serinc3,A,2014-01-27,9.6,Yes,20.5,-0.11707317073170725,-0.07804878048780495,-0.1902439024390243,6.5,1.25,1.25,10,FALSE
M01665385,Serinc3:Hom,MFXJ,Female,Serinc3,A,2014-01-27,9.6,Yes,20.3,-0.029556650246305487,0.029556650246305313,0.28078817733990113,7,1,2,10,FALSE
M01666026,Setd5:Het,MEFW,Male,Setd5,A,2014-01-20,8.9,NA,23.9,-0.23849372384937237,-0.23849372384937237,-0.3828451882845183,11.5,3,3,7,TRUE
M01666029,Setd5:Het,MEFW,Female,Setd5,A,2014-01-20,8.9,NA,18.6,-0.18279569892473127,-0.09139784946236573,-0.018817204301075918,8.3,1.2999999999999998,2,10,FALSE
M01666031,Setd5:Het,MEFW,Female,Setd5,A,2014-01-20,8.9,NA,20.5,-0.1951219512195122,-0.1609756097560976,-0.021951219512195173,7.5,1.5,1.5,8,TRUE
M01666245,Gtf2a1:Het,MDEG,Male,Gtf2a1,A,2014-01-20,8.3,NA,26.5,-0.06792452830188682,-0.041509433962264204,0.01698113207547181,3,0.5,0,10,FALSE
M01666246,Gtf2a1:Het,MDEG,Male,Gtf2a1,A,2014-01-20,8.3,NA,26.2,-0.034351145038167885,-0.034351145038167885,0.07061068702290095,4,0.5,0.25,10,FALSE
M01666248,Gtf2a1:Het,MDEG,Female,Gtf2a1,A,2014-01-20,8.3,NA,21.7,-0.06451612903225801,-0.018433179723502238,0.09677419354838734,5.25,1,0.75,10,FALSE
M01666249,Gtf2a1:Het,MDEG,Female,Gtf2a1,A,2014-01-20,8.3,NA,20.8,-0.09134615384615395,-0.057692307692307654,-0.08653846153846183,4.9,0.4,1,10,FALSE
M01667173,Mrps5(b):Het,MUBK,Male,Mrps5,A,2014-02-03,9.4,NA,26.3,-0.02281368821292781,-0.0038022813688213465,0.07034220532319357,5,1,0.5,10,FALSE
M01667174,Mrps5(b):Het,MUBK,Male,Mrps5,A,2014-02-03,9.4,NA,24.9,-0.040160642570281124,-0.004016064257028027,0.03413654618473923,0,0,0,10,FALSE
M01667178,Mrps5(b):Het,MUBK,Female,Mrps5,A,2014-02-03,9.4,NA,20.4,-0.14215686274509798,-0.10294117647058813,-0.06617647058823493,5.5,0.5,0.5,8,TRUE
M01667180,Mrps5(b):Het,MUBK,Female,Mrps5,A,2014-02-03,9.4,NA,20.8,-0.19711538461538466,-0.19711538461538466,-0.2043269230769234,9.25,1.75,2.25,7,TRUE
M01668637,Medag(b):Hom,MUDW,Female,Medag,A,2014-01-27,9.6,Yes,20.2,-0.09900990099009901,-0.059405940594059375,-0.06435643564356414,8.25,1.5,2,10,FALSE
M01668703,Bai1:Hom,MEMT,Female,Bai1,A,2014-02-03,10.3,NA,22.5,-0.16888888888888892,-0.0933333333333334,-0.13555555555555576,8,1.5,1.75,10,FALSE
M01668705,Bai1:Hom,MEMT,Female,Bai1,A,2014-02-03,10.3,NA,26.5,-0.1056603773584906,-0.0867924528301887,-0.3452830188679247,8,2,2,10,FALSE
M01670123,Setd5:Het,MEFW,Male,Setd5,A,2014-01-20,8.7,NA,25.6,-0.21875000000000006,NA,NA,NA,NA,NA,6,TRUE
M01670636,WT,CBLT,Female,,A,2014-01-06,6.4,NA,16.4,-0.01219512195121947,0.05487804878048794,0.3140243902439031,7.95,0.95,2,10,FALSE
M01670637,WT,CBLT,Female,,A,2014-01-06,6.4,NA,18.1,-0.04419889502762434,-0.027624309392265192,0.041436464088397205,7,1,1.5,10,FALSE
M01670681,WT,MEQX,Female,Slc20a2,A,2014-01-27,9.1,Yes,21.8,-0.17431192660550462,-0.10550458715596334,-0.12155963302752312,9.75,2.25,2.5,10,FALSE
M01670682,WT,MEQX,Female,Slc20a2,A,2014-01-27,9.1,Yes,21.1,-0.2464454976303318,-0.17535545023696694,-0.18246445497630387,9.75,2,2.75,8,TRUE
M01671116,Rbm47:Hom,MFRM,Male,Rbm47,A,2014-01-27,8.4,Yes,26.2,-0.22519083969465645,-0.22519083969465645,-0.16603053435114468,9.7,1.7000000000000002,2.5,7,TRUE
M01671118,Rbm47:Hom,MFRM,Female,Rbm47,A,2014-01-27,8.4,Yes,20.6,-0.13106796116504868,-0.03883495145631071,0.18932038834951423,9.95,1.95,2.5,10,FALSE
M01672351,Zfp287(b):Hom,MUCG,Male,Zfp287,A,2014-01-27,8.7,Yes,26,-0.011538461538461565,0.011538461538461565,0.08653846153846148,2,0,0,10,FALSE
M01672353,Zfp287(b):Hom,MUCG,Male,Zfp287,A,2014-01-27,8.7,Yes,23.6,-0.20762711864406788,-0.10169491525423738,-0.09322033898305104,12,3,3,9,TRUE
M01672354,Zfp287(b):Hom,MUCG,Female,Zfp287,A,2014-01-27,8.7,Yes,19.9,-0.030150753768844116,-0.020100502512562745,0.18090452261306558,0,0,0,10,FALSE
M01672355,Zfp287(b):Hom,MUCG,Female,Zfp287,A,2014-01-27,8.7,Yes,21.8,-0.11009174311926614,-0.06422018348623863,0.01834862385321069,4,0.5,0,10,FALSE
M01672823,WT,CBLT,Male,,A,2014-01-06,6.6,NA,21.2,-0.004716981132075371,0.028301886792452897,0.1509433962264154,2.75,0.25,0,10,FALSE
M01672824,WT,CBLT,Male,,A,2014-01-06,6.6,NA,22,0.013636363636363669,0.03181818181818179,0.2931818181818182,3,0.25,0,10,FALSE
M01672921,Agap1:Het,MDVW,Male,Agap1,A,2014-02-03,8.6,NA,24.9,-0.1606425702811245,-0.10040160642570281,0.0020080321285145114,8.95,0.95,2.5,10,FALSE
M01673278,Tgfb1i1(b):Hom,MUDL,Male,Tgfb1i1,A,2014-02-03,8.3,NA,24.7,-0.004048582995951331,0.02429149797570856,0.10931174089068851,2,0.5,0,10,FALSE
M01673279,Tgfb1i1(b):Hom,MUDL,Male,Tgfb1i1,A,2014-02-03,8.3,NA,25.8,-0.003875968992248117,0.03875968992248062,0.11627906976744158,2,0,0,10,FALSE
M01673283,Tgfb1i1(b):Hom,MUDL,Female,Tgfb1i1,A,2014-02-03,8.3,NA,20.2,0.009900990099009866,0.03960396039603964,0.35148514851485163,2,0.25,0,10,FALSE
M01673284,Tgfb1i1(b):Hom,MUDL,Female,Tgfb1i1,A,2014-02-03,8.3,NA,20.7,0.01449275362318844,0.02898550724637688,0.20772946859903402,3.5,0,0.5,10,FALSE
M01674387,Medag(b):Hom,MUDW,Male,Medag,A,2014-01-27,8.4,Yes,22.2,-0.018018018018017955,0.02702702702702709,0.15315315315315342,4.5,0.75,0.5,10,FALSE
M01674388,Medag(b):Hom,MUDW,Male,Medag,A,2014-01-27,8.4,Yes,21.8,-0.08715596330275238,0.0045871559633026545,0.15825688073394467,8.25,1.5,2.25,10,FALSE
M01674394,Medag(b):Hom,MUDW,Female,Medag,A,2014-01-27,8.4,Yes,21.3,-0.2300469483568076,-0.10798122065727703,0.01173708920187752,10.5,2.25,3,8,TRUE
M01677194,1700001C02Rik:Hom,MGBV,Male,1700001C02Rik,A,2014-02-10,9.3,NA,29.3,-0.06825938566552901,-0.058020477815699634,-0.0017064846416383062,10,1.5,3,10,FALSE
M01677195,1700001C02Rik:Hom,MGBV,Male,1700001C02Rik,A,2014-02-10,9.3,NA,28.3,-0.21201413427561838,-0.1413427561837456,-0.137809187279152,10.5,2,3,9,TRUE
M01677202,1700001C02Rik:Hom,MGBV,Female,1700001C02Rik,A,2014-02-10,9.1,NA,24,-0.12916666666666674,-0.10416666666666667,-0.1312500000000001,5.25,0.25,1,10,FALSE
M01677209,1700001C02Rik:Hom,MGBV,Female,1700001C02Rik,A,2014-02-10,9.4,NA,22.2,-0.15765765765765766,-0.10360360360360364,-0.10585585585585552,3,0,0,10,FALSE
M01677495,Serinc3:Hom,MFXJ,Male,Serinc3,A,2014-01-27,8.3,Yes,21.2,-0.16509433962264153,-0.07075471698113207,0.06839622641509463,11.55,2.55,3,10,FALSE
M01677498,Serinc3:Hom,MFXJ,Male,Serinc3,A,2014-01-27,8.3,Yes,25.2,-0.14285714285714277,-0.05952380952380953,0.03373015873015893,9.75,2.25,2.5,10,FALSE
M01677577,WT,MEBK,Male,Sgms1,A,2014-01-27,8.3,Yes,25,-0.04400000000000006,-0.024000000000000056,0.12799999999999967,10,1.75,3,10,FALSE
M01677578,WT,MEBK,Male,Sgms1,A,2014-01-27,8.3,Yes,24.2,-0.07438016528925623,-0.016528925619834652,0.02892561983471086,6.25,1.25,1,10,FALSE
M01677687,Amz2:Hom,MFXD,Male,Amz2,A,2014-02-03,9.1,NA,27.5,-0.06909090909090904,0,0.09818181818181815,8.5,1.5,2.25,10,FALSE
M01677688,Amz2:Hom,MFXD,Male,Amz2,A,2014-02-03,9.1,NA,25.8,-0.08527131782945734,-0.027131782945736406,0.071705426356589,5.6,0.6,1.5,10,FALSE
M01677689,Amz2:Hom,MFXD,Female,Amz2,A,2014-02-03,9.1,NA,22.8,-0.16228070175438594,-0.14912280701754393,-0.17105263157894768,6.25,1.25,1,10,FALSE
M01677691,Amz2:Hom,MFXD,Female,Amz2,A,2014-02-03,9.1,NA,21.7,-0.12442396313364053,-0.027649769585253357,-0.027649769585253118,9.25,2,2.25,10,FALSE
M01678832,Rbm47:Hom,MFRM,Male,Rbm47,A,2014-01-27,8.7,Yes,26.3,-0.19391634980988598,-0.12167300380228134,0.049429657794676625,11.3,2.3,3,8,TRUE
M01678836,Rbm47:Hom,MFRM,Female,Rbm47,A,2014-01-27,8.7,Yes,21.4,-0.07009345794392524,-0.07009345794392524,-0.18457943925233594,3.4,0.4,1,10,FALSE
M01679098,WT,MEQK,Male,Pop4,A,2014-02-03,8.4,NA,24.6,-0.0731707317073171,-0.036585365853658625,0.0386178861788614,10.5,2,3,10,FALSE
M01679101,WT,MEQK,Male,Pop4,A,2014-02-03,8.4,NA,23.2,-0.07758620689655175,-0.051724137931034454,0.06465517241379334,9,2,2.25,10,FALSE
M01679102,WT,MEQK,Female,Pop4,A,2014-02-03,8.4,NA,20.8,-0.12500000000000006,-0.07692307692307698,-3.3306690738754696e-16,3.25,0.5,0.25,10,FALSE
M01679103,WT,MEQK,Female,Pop4,A,2014-02-03,8.4,NA,19.3,-0.08290155440414515,-0.05699481865284981,-0.0025906735751299384,4,0.75,0.25,10,FALSE
M01679379,WT,CBLT,Male,,A,2014-01-20,7.6,NA,23.4,-0.17094017094017094,-0.05982905982905977,0.047008547008547376,8.25,1.5,2.25,10,FALSE
M01679380,WT,CBLT,Male,,A,2014-01-20,7.6,NA,23.6,-0.07203389830508486,-0.05084745762711876,-0.12711864406779705,3.25,0.5,0.75,10,FALSE
M01679765,WT,CBLT,Female,,A,2014-01-20,7.3,NA,18.5,-0.05405405405405406,0.016216216216216255,0.19729729729729711,7.75,1.5,1.5,10,FALSE
M01679766,WT,CBLT,Female,,A,2014-01-20,7.3,NA,17.7,-0.10734463276836151,-0.011299435028248548,0.12429378531073473,6.75,1.5,1.5,10,FALSE
M01681761,Myt1l:Hom,MFFA,Male,Myt1l,A,2014-02-10,9,NA,19.9,-0.18090452261306522,-0.09547738693467331,-0.1482412060301504,9.3,1.8,2.5,10,FALSE
M01681763,Myt1l:Hom,MFFA,Male,Myt1l,A,2014-02-10,9,NA,24.3,-0.27572016460905346,-0.1646090534979424,-0.2674897119341564,9.5,1.5,3,8,TRUE
M01681765,Myt1l:Hom,MFFA,Female,Myt1l,A,2014-02-10,9,NA,19.7,-0.1878172588832487,-0.1065989847715735,0.007614213197969927,8.75,1.25,2,9,TRUE
M01681766,Myt1l:Hom,MFFA,Female,Myt1l,A,2014-02-10,9,NA,18.8,-0.16489361702127667,-0.07978723404255318,-0.007978723404255615,4,0.75,0.5,10,FALSE
M01681837,Agap1:Het,MDVW,Male,Agap1,A,2014-02-03,8.6,NA,25,-0.14400000000000004,-0.06400000000000006,0.02799999999999997,7.5,1.5,2,10,FALSE
M01681841,Agap1:Het,MDVW,Female,Agap1,A,2014-02-03,8.6,NA,19.8,-0.12121212121212131,-0.050505050505050504,-0.015151515151515188,5.25,1.25,0.25,10,FALSE
M01681842,Agap1:Het,MDVW,Female,Agap1,A,2014-02-03,8.6,NA,21.8,-0.04587155963302752,-0.027522935779816578,-0.02752293577981674,4.05,0.05,0.5,10,FALSE
M01682858,Krt31:Hom,MFSN,Male,Krt31,A,2014-02-10,8.7,NA,23.4,-0.06410256410256411,-0.008547008547008517,0.042735042735042965,7.449999999999999,0.95,1.5,10,FALSE
M01682860,Krt31:Hom,MFSN,Male,Krt31,A,2014-02-10,8.7,NA,23.3,-0.055793991416309044,0.008583690987124432,0.2017167381974248,5.7,0.2,1.5,10,FALSE
M01682861,Krt31:Hom,MFSN,Female,Krt31,A,2014-02-10,8.7,NA,19.9,-0.12060301507537682,-0.06030150753768841,-0.005025125628140328,7.25,1,1.75,10,FALSE
M01682864,Krt31:Hom,MFSN,Female,Krt31,A,2014-02-10,8.7,NA,20.1,-0.11940298507462696,-0.05472636815920405,-0.012437810945273811,4,0.75,0.25,10,FALSE
M01684339,Ccdc159:Hom,MEZZ,Male,Ccdc159,A,2014-02-10,8.9,NA,26.5,-0.18113207547169813,-0.18113207547169813,-0.24150943396226401,7.25,1,1.75,7,TRUE
M01684344,Ccdc159:Hom,MEZZ,Male,Ccdc159,A,2014-02-10,8.7,NA,27.7,-0.24909747292418769,-0.14801444043321293,-0.2039711191335739,10.05,2.05,2.5,8,TRUE
M01684346,Ccdc159:Hom,MEZZ,Female,Ccdc159,A,2014-02-10,8.7,NA,21.7,-0.10599078341013829,-0.05529953917050688,0.050691244239631485,6.3,0.8,1,10,FALSE
M01684354,Ccdc159:Hom,MEZZ,Female,Ccdc159,A,2014-02-10,9,NA,21.2,-0.21226415094339623,-0.15094339622641506,-0.1698113207547168,6.25,0.75,1,9,TRUE
M01684783,Nrde2:Het,MFUJ,Male,Nrde2,B,2014-02-17,8.7,Yes,28.9,-0.17993079584775085,-0.07266435986159163,-0.06401384083044957,7,1.25,1.75,10,FALSE
M01684784,Nrde2:Het,MFUJ,Male,Nrde2,B,2014-02-17,8.7,Yes,25.5,-0.11372549019607837,-0.08627450980392154,-0.23529411764705874,5,0.75,0.5,10,FALSE
M01684785,Nrde2:Het,MFUJ,Female,Nrde2,B,2014-02-17,8.7,Yes,23.1,-0.1991341991341992,-0.11255411255411261,-0.27705627705627744,8.75,2,2,10,FALSE
M01684786,WT,MFUJ,Female,Nrde2,B,2014-02-17,8.7,Yes,23.2,-0.056034482758620725,-0.01724137931034477,0.03017241379310357,5.25,1,1,10,FALSE
M01684788,WT,MFUJ,Male,Nrde2,B,2014-02-17,8.9,Yes,25.7,-0.22178988326848248,-0.22178988326848248,-0.204280155642023,9.5,2,2.5,7,TRUE
M01684790,WT,MFUJ,Male,Nrde2,B,2014-02-17,8.9,Yes,26,-0.20384615384615387,-0.20384615384615387,-0.1711538461538462,10.25,2,3,7,TRUE
M01684791,Nrde2:Het,MFUJ,Female,Nrde2,B,2014-02-17,8.9,Yes,21.1,-0.1990521327014219,-0.1990521327014219,-0.2417061611374413,10.25,2.25,3,7,TRUE
M01684792,WT,MFUJ,Female,Nrde2,B,2014-02-17,8.9,Yes,20.1,-0.2139303482587065,-0.14427860696517422,-0.0970149253731349,12,3,3,8,TRUE
M01685178,WT,MFUD,Male,Chtop,A,2014-02-10,8.7,NA,22.6,-0.1415929203539824,-0.022123893805309734,0.15265486725663682,9.75,2.25,2.25,10,FALSE
M01685180,WT,MFUD,Male,Chtop,A,2014-02-10,8.7,NA,24.7,-0.14574898785425092,-0.07287449392712554,-0.03643724696356277,11.5,2.5,3,10,FALSE
M01685181,WT,MFUD,Female,Chtop,A,2014-02-10,8.7,NA,20.2,-0.15346534653465335,-0.059405940594059375,-0.03465346534653453,8.350000000000001,1.3499999999999999,2,10,FALSE
M01685182,WT,MFUD,Female,Chtop,A,2014-02-10,8.7,NA,22.5,-0.11555555555555562,-0.07111111111111118,-0.15555555555555556,9.649999999999999,1.65,2.5,10,FALSE
M01685187,Oog2:Hom,MFTG,Male,Oog2,B,2014-02-17,9.7,Yes,29.1,-0.2439862542955327,-0.17525773195876293,-0.22164948453608269,11.75,3,3,8,TRUE
M01685188,Oog2:Hom,MFTG,Male,Oog2,B,2014-02-17,9.7,Yes,28.9,-0.1972318339100346,-0.1972318339100346,-0.29584775086505166,12,3,3,7,TRUE
M01685737,Oog2:Hom,MFTG,Female,Oog2,B,2014-02-17,8.9,Yes,19.9,-0.18090452261306522,-0.18090452261306522,-0.04020100502512522,7.6,1.1,1.5,7,TRUE
M01685739,Oog2:Hom,MFTG,Female,Oog2,B,2014-02-17,9,Yes,21.7,-0.1797235023041474,-0.11981566820276489,-0.1751152073732717,7.25,1.25,1.5,8,TRUE
M01686478,WT,CBLT,Female,,A,2014-01-27,6.6,Yes,17.9,-0.13407821229050274,-0.050279329608938474,0.20391061452514037,9.25,2.25,2,10,FALSE
M01686479,WT,CBLT,Female,,A,2014-01-27,6.6,Yes,20.1,-0.23880597014925375,-0.07462686567164178,0.06218905472636779,9.5,2.25,2.25,9,TRUE
M01687320,Sap130:Het,MGBF,Male,Sap130,C,2014-02-24,9,NA,26.5,0.007547169811320728,0.030188679245283047,0.18490566037735823,3.75,0.5,0.5,10,FALSE
M01687321,Sap130:Het,MGBF,Male,Sap130,C,2014-02-24,9,NA,27.8,0.003597122302158197,0.02158273381294956,0.12589928057553937,3.5,0.5,0.75,10,FALSE
M01687323,Sap130:Het,MGBF,Female,Sap130,C,2014-02-24,9,NA,22.9,-0.004366812227074143,0.02620087336244548,0.21834061135371213,6.5,1,1.25,10,FALSE
M01687719,Hbs1l:Hom,METC,Male,Hbs1l,B,2014-02-17,9.1,Yes,20.9,-0.04784688995215311,-0.04784688995215311,-0.06220095693779874,5.3,0.3,1,10,FALSE
M01687721,Hbs1l:Hom,METC,Male,Hbs1l,B,2014-02-17,9.1,Yes,20.4,-0.0686274509803921,-0.05392156862745088,-0.08088235294117598,5.1,0.1,1,10,FALSE
M01687724,Hbs1l:Hom,METC,Female,Hbs1l,B,2014-02-17,9.1,Yes,15.1,-0.07947019867549664,-0.033112582781456956,0.13576158940397356,4,0.5,0,10,FALSE
M01687725,Hbs1l:Hom,METC,Female,Hbs1l,B,2014-02-17,9.1,Yes,16.7,-0.11377245508982028,-0.06586826347305387,-0.24251497005988004,4.75,0.25,1,10,FALSE
M01688664,Uevld:Hom,MFTT,Male,Uevld,B,2014-02-17,8.6,Yes,25,-0.25599999999999995,-0.25599999999999995,-0.33599999999999997,10,2.25,2.5,7,TRUE
M01688666,Uevld:Hom,MFTT,Female,Uevld,B,2014-02-17,8.6,Yes,22.8,-0.06578947368421052,-0.02631578947368427,-0.0175438596491229,5.85,0.35,1.5,10,FALSE
M01688687,Uevld:Hom,MFTT,Male,Uevld,B,2014-02-17,8.9,Yes,28.8,-0.2604166666666667,-0.2604166666666667,-0.2795138888888892,11.25,2.75,3,7,TRUE
M01688691,Uevld:Hom,MFTT,Female,Uevld,B,2014-02-17,8.9,Yes,21.2,-0.20754716981132068,-0.13207547169811323,-0.15566037735849017,7.75,1.75,2,10,FALSE
M01689706,WT,CBLT,Male,,A,2014-02-03,7.1,NA,23.7,-0.09704641350210974,0.02109704641350211,0.19620253164556972,9.25,2.25,2,10,FALSE
M01689707,WT,CBLT,Male,,A,2014-02-03,7.1,NA,23.8,-0.12605042016806722,-0.012605042016806753,0.1953781512605039,9.75,2,2.5,10,FALSE
M01689794,WT,CBLT,Male,,A,2014-01-27,6.3,Yes,21.1,-0.08056872037914704,-0.023696682464454975,0.11611374407582883,9.25,2,2.25,10,FALSE
M01689795,WT,CBLT,Male,,A,2014-01-27,6.3,Yes,24.3,-0.2304526748971194,-0.049382716049382686,0.1358024691358024,11.4,2.4,3,9,TRUE
M01691469,9130011E15Rik:Het,MFTJ,Female,9130011E15Rik,C,2014-03-03,9,NA,20.4,-0.0637254901960783,-0.02450980392156863,0.01715686274509846,7.5,1.25,1.75,10,FALSE
M01692935,Trem1(Vlcg):Hom,MFZX,Male,Trem1,C,2014-02-24,8.9,NA,23.2,-0.004310344827586115,0.04310344827586207,0.1637931034482762,2.5,0.25,0,10,FALSE
M01692936,Trem1(Vlcg):Hom,MFZX,Male,Trem1,C,2014-02-24,8.9,NA,26.8,0.00373134328358201,0.05970149253731335,0.22388059701492516,1.5,0,0,10,FALSE
M01692944,Trem1(Vlcg):Hom,MFZX,Female,Trem1,C,2014-02-24,8.9,NA,22.3,0.0044843049327353305,0.04035874439461877,0.18609865470851994,5,1,0.5,10,FALSE
M01692945,Trem1(Vlcg):Hom,MFZX,Female,Trem1,C,2014-02-24,8.9,NA,21,-0.023809523809523808,-0.023809523809523808,-0.002380952380952414,NA,NA,NA,10,FALSE
M01693484,WT,CBLT,Female,,A,2014-02-03,6.9,NA,18,-0.04999999999999992,-0.03888888888888885,0.1916666666666667,6.15,0.65,1,10,FALSE
M01693485,WT,CBLT,Female,,A,2014-02-03,6.9,NA,16.9,0.011834319526627389,0.0650887573964498,0.41715976331361015,5.5,0.75,1,10,FALSE
M01695135,Nup85:Het,MFSY,Female,Nup85,C,2014-02-24,9.4,NA,19.4,-0.07731958762886598,-0.04639175257731952,0.07474226804123763,7,1,1.75,10,FALSE
M01695158,Nup85:Het,MFSY,Male,Nup85,C,2014-02-24,9.3,NA,26.9,-0.13011152416356878,-0.0483271375464683,0.03159851301115287,8,1.5,2,10,FALSE
M01695159,Nup85:Het,MFSY,Male,Nup85,C,2014-02-24,9.3,NA,27.2,-0.15808823529411767,-0.09191176470588236,-0.009191176470587974,NA,NA,NA,10,FALSE
M01695162,Nup85:Het,MFSY,Female,Nup85,C,2014-02-24,9.3,NA,22.4,-0.008928571428571397,0.03125000000000013,0.2254464285714291,2.5,0,0,10,FALSE
M01696952,Cxcr2:Hom,MFFS,Male,Cxcr2,C,2014-02-24,8.7,NA,25.4,-0.18503937007874013,-0.10629921259842517,-0.01377952755905468,9,2,2.25,10,FALSE
M01696953,Cxcr2:Hom,MFFS,Male,Cxcr2,C,2014-02-24,8.7,NA,25.5,-0.12549019607843134,-0.0392156862745098,0.09411764705882347,5.5,1,0.5,10,FALSE
M01696955,Cxcr2:Hom,MFFS,Female,Cxcr2,C,2014-02-24,8.7,NA,22,-0.0863636363636363,-0.027272727272727337,0.17272727272727262,NA,NA,NA,10,FALSE
M01696956,Cxcr2:Hom,MFFS,Female,Cxcr2,C,2014-02-24,8.7,NA,20.1,-0.044776119402985176,0.04975124378109452,0.3681592039800992,5,0.75,0.75,10,FALSE
M01697627,Sap130:Het,MGBF,Female,Sap130,C,2014-02-24,8.3,NA,21.5,-0.11627906976744186,-0.03720930232558143,-0.09302325581395357,8.75,1.5,2.25,10,FALSE
M01698864,ACTBcre:Het,CRES,Male,,C,2014-03-03,9.3,NA,23.2,-0.03017241379310342,0.012931034482758652,0.07974137931034513,NA,NA,NA,10,FALSE
M01698867,ACTBcre:Het,CRES,Female,,C,2014-03-03,9.3,NA,21.1,-0.07109004739336493,-0.014218009478673018,0.011848341232227068,9.75,2.25,2.5,10,FALSE
M01698868,ACTBcre:Het,CRES,Female,,C,2014-03-03,9.3,NA,19.4,-0.07731958762886598,-0.030927835051546285,0.12371134020618596,4,1,0.5,10,FALSE
M01699131,9130011E15Rik:Het,MFTJ,Male,9130011E15Rik,C,2014-03-03,8.4,NA,23.1,-0.05627705627705631,-0.008658008658008781,0.09090909090909051,4.25,0.75,0,10,FALSE
