Gene_Name,Mouse,Genotype,zygosity,Sex,Assay_Date,Colony_Prefix,Vg5plus_Dendritic_epidermal_T_cell_xDETCx_count,CD45plus_Vg5minus_MHC_IIminus_cell_count,Count_of_Vg5plus_DETC_contacting_LC,Count_of_Vg5plus_DETC_not_contacting_LC,Langerhans_cell_xLCx_count,Vg5plus_DETC_to_LC,contacting_to_not_contacting_Vg5plus_DETC,CD45plus_Vg5minus_MHC_IIminus_cells_to_Vg5plus_DETC,Average_volume_of_Vg5plus_DETC,Average_volume_of_CD45plus_Vg5minus_MHC_IIminus_cells,Average_volume_of_Vg5plus_DETC_contacting_LC,Average_volume_of_Vg5plus_DETC_not_contacting_LC,Average_volume_of_LC,Average_roundness_of_Vg5plus_DETC,Average_roundness_of_CD45plus_Vg5minus_MHC_IIminus_cells,Average_roundness_of_Vg5plus_DETC_contacting_LC,Average_roundness_of_Vg5plus_DETC_not_contacting_LC,Average_roundness_of_LC,Average_no_of_branches_on_Vg5plus_DETC,Average_no_of_branches_on_Vg5plus_DETC_contacting_LC,Average_no_of_branches_on_Vg5plus_DETC_not_contacting_LC,Average_no_of_branches_on_LC,Average_branch_length_of_Vg5plus_DETC,Average_branch_length_of_Vg5plus_DETC_contacting_LC,Average_branch_length_of_Vg5plus_DETC_not_contacting_LC,Average_branch_length_of_LC
1700067K01Rik,M01792556,WT,WT,Female,2014-07-28,MFLD,103.3,0,69.3,34,98,1.06,2.1,0,12143.67,NA,12658.17,10531.17,10208.5,2.25,NA,2.35,2.12,2.76,2.97,4.67,2.51,8.15,16.73,15.15,16.58,14.59
Pth1r,M01785912,Pth1r:Het,Het,Female,2014-07-28,MFUV,126.3,0,86.3,40,138,0.92,2.56,0,11465.83,NA,12248.83,9482.67,9336.83,2.24,NA,2.28,2.07,2.38,2.63,4.33,2.43,6.81,16.3,14.31,16.08,14.1
Tchp,M01786731,Tchp:Hom,Hom,Female,2014-07-30,MGEH,108.7,0.7,83.7,25,103.7,1.06,3.4,0.01,12953.17,6235,13521.33,10617.83,11973.5,2.53,2.49,2.56,2.3,2.68,3.7,5.41,3.41,8.75,16.78,15.3,15.94,14.51
Dlg3,M01792855,WT,WT,Male,2014-07-30,MCZY,95,0,65.3,29.7,68,1.39,2.25,0,13029.5,NA,13622.5,11180.17,14181.17,2.46,NA,2.53,2.26,2.92,3.42,5.24,2.61,9.08,17.01,15.35,16.8,15.23
Dlg3,M01792854,Dlg3:Hemi,Hom,Male,2014-07-30,MCZY,84.7,0.3,43.7,41,40.3,2.11,1.13,0,9468.5,5320,9642.83,8873.5,14588.5,2.49,2.58,2.49,2.48,3.05,3.04,4.24,2.89,9.85,18.08,15.72,18.23,15.69
Rbm14,M01789606,Rbm14:Hom,Hom,Female,2014-07-28,MGDJ,116.3,2,86.7,29.7,96.3,1.21,3.07,0.02,10390.5,4334.5,10663.17,9032.67,11069.33,2.51,2.55,2.59,2.26,2.7,3.41,5.11,2.73,9.02,16.84,15.33,16.38,14.41
Bpifb1,M01786796,Bpifb1:Hom,Hom,Female,2014-07-30,MGDH,106.3,1,74.7,31.7,109,0.98,2.36,0.01,13082.17,7073,14390.67,8966.67,10618.33,2.38,2.45,2.38,2.35,2.48,3.08,5.78,2.41,7.2,15.87,13.93,15.35,14.33
Fbxo33,M01788075,Fbxo33(b):Hom,Hom,Male,2014-07-30,MUBU,71.7,7.3,37,34.7,58,1.26,1.11,0.1,7643.33,7125.5,8816.67,7126.67,16256.33,2.47,2.2,2.53,2.41,2.79,2.18,3.56,2.18,8.28,14.81,13.83,14.66,14.45
1700067K01Rik,M01792481,1700067K01Rik:Het,Het,Male,2014-08-04,MFLD,141,1.3,82.3,58.7,62.3,2.27,1.46,0.01,12529.33,6259.17,13051.33,11616.83,14646.67,NA,NA,NA,NA,NA,4.3,7.06,3.93,13.81,NA,NA,NA,NA
Nat10,M01796427,Nat10:Het,Het,Male,2014-08-04,MGEG,80,1.3,55.3,24.7,73.7,1.11,2.36,0.02,15514.67,12326.75,17021.67,11235.17,17648.33,NA,NA,NA,NA,NA,5.69,10.73,4.69,14.8,NA,NA,NA,NA
Pitrm1,M01796876,Pitrm1:Het,Het,Male,2014-08-06,MFXT,101.7,0.3,66.7,35,108.3,0.95,1.9,0,12973.33,7913,14163.17,10335.5,13249.33,NA,NA,NA,NA,NA,5.57,9.26,5.93,14.61,NA,NA,NA,NA
Trub2,M01797059,Trub2:Het,Het,Female,2014-08-06,MFJX,65.3,0.7,50,15.3,198.7,0.36,3.22,0.02,8104.83,5885.5,8426.17,7016,6645.83,NA,NA,NA,NA,NA,7.56,14.36,6.21,10.11,NA,NA,NA,NA
Rbm14,M01791771,Rbm14:Hom,Hom,Male,2014-08-04,MGDJ,47.3,8,21,26.3,79.3,0.59,0.86,0.2,7230.83,8371.5,8444.67,6436.67,14666.5,NA,NA,NA,NA,NA,7.83,15.98,7.58,18.73,NA,NA,NA,NA
Fbxo33,M01793663,Fbxo33(b):Hom,Hom,Female,2014-08-04,MUBU,70.3,2.3,34.7,35.7,59,1.25,1.02,0.05,11716,4056,13287.83,10481.5,16663.33,NA,NA,NA,NA,NA,5.85,11.78,5.56,14.23,NA,NA,NA,NA
Mpg,M01790990,Mpg:Hom,Hom,Male,2014-08-06,MGJL,97,0,58.7,38.3,85.3,1.14,1.6,0,8970.67,NA,9803.67,7799.5,8579.67,NA,NA,NA,NA,NA,5.07,9.58,4.35,7.74,NA,NA,NA,NA
Caprin1,M01789927,WT,WT,Male,2014-08-06,MFYB,112.3,0,79.7,32.7,79.7,1.4,2.61,0,12769.33,NA,12983.83,11890.33,15876.33,NA,NA,NA,NA,NA,4.83,7.53,4.67,14.61,NA,NA,NA,NA
Dip2a,M01793389,Dip2a(b):Hom,Hom,Female,2014-08-04,MUBY,114.3,5.3,72.3,42,96.3,1.2,1.78,0.05,10639.5,5348.17,11566.83,8370.83,14873,NA,NA,NA,NA,NA,6.27,11.08,5.71,17.63,NA,NA,NA,NA
Dip2a,M01793334,Dip2a(b):Hom,Hom,Male,2014-08-04,MUBY,82,0.7,37,45,50.7,1.65,0.83,0.01,16545.67,20504.5,18389.67,12698.67,18150.5,NA,NA,NA,NA,NA,6.74,13.24,6.02,15.24,NA,NA,NA,NA
Ctr9,M01795259,Ctr9(b):Het,Het,Female,2014-08-04,MUAZ,139.7,0,70.3,69.3,65.7,2.18,1.19,0,13602.83,NA,14209.67,13271.17,16898.5,NA,NA,NA,NA,NA,5.65,9.5,5.32,14.16,NA,NA,NA,NA
Pitrm1,M01796880,Pitrm1:Het,Het,Female,2014-08-06,MFXT,104.7,0.7,68,36.7,110.3,0.95,2.25,0.01,12506.17,4752,13583.5,9980.33,11686.5,NA,NA,NA,NA,NA,5.3,9.52,5.01,11.84,NA,NA,NA,NA
Zfp365,M01796193,Zfp365:Hom,Hom,Male,2014-08-06,MFXF,91.7,0,51.3,40.3,50.3,1.82,1.28,0,13679.67,NA,14502.67,12939.5,17816.83,NA,NA,NA,NA,NA,5.47,9.3,5.18,13.83,NA,NA,NA,NA
Pigf,M01797499,WT,WT,Female,2014-08-06,MGLS,119.3,0.3,70.7,48.7,81,1.56,1.92,0,13407,3980,13789.17,12065.5,12879.17,NA,NA,NA,NA,NA,5.07,8.54,4.43,11.95,NA,NA,NA,NA
Bap1,M01799925,Bap1:Het,Het,Female,2014-08-06,MGGV,120.3,0,73.3,47,80,1.52,1.67,0,15319.17,NA,16669.67,11327.17,16607,NA,NA,NA,NA,NA,7.58,13.13,7.55,14.15,NA,NA,NA,NA
Actl10,M01789664,WT,WT,Male,2014-08-06,MGML,101.7,0,47,54.7,49,2.15,0.91,0.1,9615.83,NA,10396.83,8965.5,14968.17,NA,NA,NA,NA,NA,3.96,7.01,3.6,12.44,NA,NA,NA,NA
Oaf,M01800884,WT,WT,Male,2014-08-13,MGNL,75,1.3,52,23,76,0.98,2.23,0.02,8175.67,7224.5,8588.67,6523.17,10602.67,2.55,2.48,2.63,2.47,2.76,2.55,2.91,2.42,3.2,15.28,13.53,13.8,12.39
Mospd1,M01797849,Mospd1:Hemi,Hom,Male,2014-08-13,MGHQ,94.7,0,75.7,19,76.7,1.24,4.04,0,11055.17,NA,11392.33,9294,14628.17,2.69,NA,2.72,2.43,2.87,3.21,3.66,2.28,4.32,16.52,14.19,15.7,12.31
Chd9,M01803762,Chd9:Hom,Hom,Male,2014-08-11,MGJD,135,0.7,104,31,123.3,1.11,3.77,0.01,8247.33,5131,8418,6826.33,9905,2.47,2.25,2.49,2.44,2.63,2.65,2.83,2.12,2.83,14.96,13.47,14.76,11.81
Fdft1,M01801605,Fdft1:Het,Het,Female,2014-08-11,MFXN,121,1.3,85,36,114.7,1.11,2.94,0.01,10903,5479.5,11120.17,9531.83,7587.33,2.38,2.55,2.42,2.22,2.45,3.17,3.76,2.47,3.26,14.91,13.69,13.92,12.17
Il23r,M01800029,Il23r:Hom,Hom,Male,2014-08-11,MFXK,77.7,5.7,44.3,33.3,72.7,1.16,1.37,0.11,7800.33,7005.5,8950,7020.67,11980,2.73,2.58,2.72,2.74,2.84,2.68,3,2.48,3.75,14.36,13.11,14.36,12.06
Cmip,M01799486,WT,WT,Male,2014-08-13,MEWD,98,3,74.7,23.3,107.7,0.93,3.3,0.04,10487.33,6745.25,11127,7818,10943.5,2.57,2.33,2.59,2.4,2.76,2.37,2.88,1.68,3.35,12.34,11.63,11.48,12.06
Snx31,M01802589,Snx31:Hom,Hom,Female,2014-08-11,MGEL,102.7,0.3,73,29.7,101,1.02,2.6,0,9452.67,3327,9802.33,8308,9275.33,2.39,1.39,2.45,2.19,2.73,2.61,3.09,2.02,4.34,16.17,14.8,14.41,12.92
Erlin2,M01799786,Erlin2:Hom,Hom,Male,2014-08-11,MFKU,107.7,0.3,62.7,45,58.7,1.83,1.39,0,13731,12467,14790.67,11655.83,10974.17,2.56,2.89,2.58,2.56,2.87,3.24,3.56,2.75,3.82,14.76,13.13,14.28,12.25
Ndufb8,M01807418,Ndufb8:Het,Het,Female,2014-08-13,MFHG,88.3,0,68.3,20,90.7,0.98,3.44,0,11074.67,NA,11419.5,10120.33,9855.5,2.6,NA,2.65,2.46,2.73,3.47,3.9,2.9,4.44,16.59,15.21,16.1,13.1
Xpnpep1,M01808792,Xpnpep1:Hom,Hom,Female,2014-08-11,MFHU,93.3,2,47.3,46,64,1.68,1.24,0.02,8878.67,4946,10537.33,6383.33,7951.83,2.51,2.42,2.51,2.48,2.71,2.82,3.48,2.35,3.31,13.66,12.12,14.26,12.51
Oaf,M01800900,WT,WT,Female,2014-08-13,MGNL,52.7,6.3,38.7,14,119.3,0.44,3.01,0.15,7339.33,6079.67,7700.17,5288.67,7114.5,2.47,2.33,2.53,2.33,2.68,2.37,2.75,1.33,3.8,13.8,12.83,11.81,13.17
Rbm14,M01800270,Rbm14:Hom,Hom,Male,2014-08-11,MGDJ,68,0.7,53,15,74.3,0.92,3.53,0.01,11861,4517.5,12040.5,11231.33,12458.5,2.55,2.97,2.57,2.44,2.87,3.35,3.57,2.94,4.45,16.9,14.17,16.7,12.73
Snx31,M01802593,Snx31:Hom,Hom,Male,2014-08-11,MGEL,70.3,1,47.3,23,61.7,1.17,2.19,0.01,12222.67,7807.25,13022.17,9284,11828.67,2.65,2.98,2.78,2.43,2.98,3.22,3.77,2.55,4.72,15.27,13.28,15.17,13.08
Tmem127,M01803354,Tmem127:Hom,Hom,Male,2014-08-13,MFJN,85.7,0.3,60.7,25,80.3,1.07,2.42,0,13732.67,5185,14585,11179.67,11269.33,2.49,1.51,2.53,2.41,2.86,3.3,3.91,2.74,4.74,15.23,13.67,14.87,12.67
Coro6,M01794715,Coro6:Hom,Hom,Male,2014-08-11,MFZK,84.7,1,64,20.7,79,1.07,3.29,0.1,10355.17,6893.75,11018.67,8127.5,10272.67,2.63,2.7,2.73,2.39,2.74,3.1,3.54,2.51,4.4,16.5,14.75,16.14,13.02
5730559C18Rik,M01797252,5730559C18Rik:Hom,Hom,Female,2014-08-13,MGHU,104.7,3.7,65,39.7,120,0.96,1.93,0.04,8487.5,6135,8762,7921,7213.67,2.55,2.12,2.59,2.34,2.6,2.63,3.15,2.02,3.28,14.64,13.16,13.42,12.5
Dynlrb2,M01806788,Dynlrb2:Het,Het,Female,2014-08-13,MFYF,108,0.3,91.7,16.3,109.3,0.99,5.8,0,12229.67,3580,12785.83,7928,8880.17,2.6,2.91,2.63,2.26,2.73,3.83,4.28,2.2,4.89,16.48,14.88,14.9,13.48
Fbxo33,M01803136,Fbxo33(b):Hom,Hom,Female,2014-08-11,MUBU,115.3,0.7,85,30.3,76.7,1.52,3,0.01,10916.33,4900.5,11036.33,10540.83,11048.83,2.59,1.62,2.63,2.54,2.9,3.17,3.6,2.98,5.5,16.64,14.72,16.59,13.33
Tmem127,M01803376,Tmem127:Hom,Hom,Female,2014-08-13,MFJN,115,0.7,97,18,102.3,1.14,6.39,0.01,14187.33,10004,14518.5,10933.5,11795,2.78,2.56,2.81,2.45,2.89,4.28,4.37,2.74,5.18,15.59,13.95,14.05,12.66
Prrt2,M01795557,WT,WT,Female,2014-08-13,MGKU,80.7,0.3,63.3,17.3,100.7,0.8,4.23,0.01,10595,3856,11400.17,8844.83,8692,2.43,3.12,2.47,2.31,2.73,3.04,3.62,2.21,3.73,16.3,14.14,16.71,12.68
Kif1bp,M01803750,WT,WT,Female,2014-08-18,MGCY,71.7,1.3,51.7,20,86.3,0.84,2.64,0.02,9053,9549.17,9624.67,7121,14591.17,NA,NA,NA,NA,NA,11.05,23.57,7.13,13.98,NA,NA,NA,NA
Dynlrb2,M01813282,Dynlrb2:Het,Het,Female,2014-08-18,MFYF,89.3,0,51.7,37.7,81.3,1.11,1.39,0,7842.17,NA,10472.5,6688,15990.17,NA,NA,NA,NA,NA,5.83,11.72,4.39,15.89,NA,NA,NA,NA
Atp11a,M01806449,Atp11a:Het,Het,Female,2014-08-18,MFTN,155.7,0,120.3,35.3,116.3,1.38,3.43,0,10570.67,NA,10830.67,9358.17,10594.83,NA,NA,NA,NA,NA,4.13,6.43,3.52,13.81,NA,NA,NA,NA
Dbn1,M01808324,WT,WT,Female,2014-08-18,MUCL,122.7,0,95,27.7,90.7,1.35,3.58,0,12811.83,NA,13097.67,11759,14331.33,NA,NA,NA,NA,NA,5.02,8.25,4.39,15.78,NA,NA,NA,NA
Mospd1,M01802418,WT,WT,Male,2014-08-18,MGHQ,96,0.3,63.7,32.3,73,1.35,2.08,0.1,14220.17,3004,16260.33,8544,12175,NA,NA,NA,NA,NA,7.24,14.23,5.49,12.99,NA,NA,NA,NA
Sap130,M01805363,Sap130:Het,Het,Female,2014-08-18,MGBF,129,0.3,90.7,38.3,101,1.29,2.31,0,8917,8163,10084.83,7164.67,13244.33,NA,NA,NA,NA,NA,8.58,17.96,6.96,17.11,NA,NA,NA,NA
Atp11a,M01806445,Atp11a:Het,Het,Male,2014-08-18,MFTN,79,1,53,26,67.3,1.17,2.14,0.02,16462,10500,18174,14225.17,15104.17,NA,NA,NA,NA,NA,7.59,13.52,7.36,13.63,NA,NA,NA,NA
Chtop,M01808532,Chtop:Het,Het,Male,2014-08-18,MFUD,44,5.7,14.7,29.3,72,0.62,0.54,0.13,7216.33,6549.67,10119.33,6098.83,13131.5,NA,NA,NA,NA,NA,6.78,18.3,5.99,15.95,NA,NA,NA,NA
Kif1bp,M01803738,WT,WT,Male,2014-08-18,MGCY,73.3,0.3,38.7,34.7,47.7,1.56,1.13,0,14538,14446,16374.83,8032.67,16387,NA,NA,NA,NA,NA,8,16.78,6.6,14.45,NA,NA,NA,NA
Sap130,M01805365,Sap130:Het,Het,Female,2014-08-18,MGBF,123,0.3,94.3,28.7,148,0.84,3.35,0,11038,4053,11653,7998.33,10716.67,NA,NA,NA,NA,NA,8.61,16.87,7.26,13.12,NA,NA,NA,NA
Trub2,M01808736,Trub2:Het,Het,Male,2014-08-20,MFJX,128.3,0.3,79.7,48.7,74,1.76,1.63,0,13169,23485,13460.33,12504.5,15766.67,NA,NA,NA,NA,NA,4.9,8.44,4.39,14.18,NA,NA,NA,NA
Bpifb1,M01806527,Bpifb1:Hom,Hom,Male,2014-08-20,MGDH,100,0,68.3,31.7,66,1.52,2.31,0,12419.33,NA,13340.83,10523.33,16774.17,NA,NA,NA,NA,NA,6.04,9.96,5.78,13.52,NA,NA,NA,NA
Trmt2a,M01807070,Trmt2a(b):Hom,Hom,Female,2014-08-20,MUFP,67.7,0.3,49.7,18,80.3,0.83,2.8,0.01,14177.67,10641,15374.67,10007,14294.17,NA,NA,NA,NA,NA,5.25,9.41,4.5,12.9,NA,NA,NA,NA
1700067K01Rik,M01811992,1700067K01Rik:Het,Het,Female,2014-08-20,MFLD,124.3,0,82.7,41.7,81.7,1.56,1.99,0,8910,NA,9566.33,7212.5,13701.33,NA,NA,NA,NA,NA,6.28,10.66,7.02,15.7,NA,NA,NA,NA
Cir1,M01810136,Cir1:Het,Het,Male,2014-08-20,MGHD,125,0,99,26,99.3,1.26,3.83,0,10771.67,NA,10800.67,9760.33,15739,NA,NA,NA,NA,NA,4.65,7.21,4.97,15.88,NA,NA,NA,NA
Sqle,M01807870,Sqle:Het,Het,Female,2014-08-20,MGCV,114.7,0.3,87.3,27.3,96.3,1.2,3.58,0,14668.67,4978,15847.67,9623,15853,NA,NA,NA,NA,NA,6.99,12.2,5.84,15.07,NA,NA,NA,NA
Nat10,M01804335,Nat10:Het,Het,Female,2014-08-20,MGEG,120.7,0.7,88,32.7,104.3,1.16,2.76,0.01,13723.83,6129.5,14454.5,10191.33,12084,NA,NA,NA,NA,NA,5.94,9.99,4.97,13.09,NA,NA,NA,NA
Pepd,M01812707,Pepd:Hom,Hom,Male,2014-08-20,MFPW,71.7,0,33.3,38.3,40.3,1.8,0.91,0,14302,NA,15261.83,12775.67,17823,NA,NA,NA,NA,NA,5.42,9.32,4.84,14.73,NA,NA,NA,NA
Hibadh,M01813409,Hibadh(b):Hom,Hom,Female,2014-08-20,MUDR,155.7,0.7,100.7,55,100.3,1.59,1.9,0,12473,6431.5,13346.67,10468.17,12344.67,NA,NA,NA,NA,NA,5.16,8.99,4.56,16.29,NA,NA,NA,NA
Pth1r,M01807988,Pth1r:Het,Het,Female,2014-08-20,MFUV,97,2.3,61.7,35.3,96,1.04,1.82,0.03,6239.5,4560.67,7418,5069.5,15574.17,NA,NA,NA,NA,NA,8.41,18.75,5.83,15.69,NA,NA,NA,NA
Ano10,M01807200,Ano10:Hom,Hom,Male,2014-08-26,MFZP,71.3,4.3,29.7,41.7,39.3,1.81,0.88,0.06,9699.67,7727.25,10860.5,8529,11793.33,2.7,2.47,2.76,2.68,2.72,3.14,3.6,2.96,4.84,14.25,12.78,14.12,13.32
Erlin2,M01806321,Erlin2:Hom,Hom,Male,2014-08-26,MFKU,97.3,1,43.7,53.7,47.3,2.08,0.83,0.11,9701.5,3740,10603,9037.67,10370.17,2.58,2.38,2.67,2.56,2.74,3,3.27,2.71,4.55,14.22,13.19,13.97,13.73
Gmnc,M01813385,Gmnc(b):Het,Het,Male,2014-08-26,MUCY,22.3,8,10.3,12,47,0.51,1.37,0.48,10760.67,7724.83,11190,9610.83,10795.83,2.41,2.8,2.46,2.33,2.77,2.73,3.12,2.15,5.03,12.76,12.95,10.19,14
Slc25a28,M01812879,Slc25a28(b):Hom,Hom,Female,2014-08-26,MUCS,123,1.3,87.3,35.7,89.7,1.41,2.96,0.01,10299.83,6933.17,10745.83,9313.83,8078.67,2.6,2.33,2.64,2.5,2.74,2.97,3.21,2.68,4.51,15.33,13.16,15,13.29
Pla2g6,M01817192,Pla2g6:Hom,Hom,Female,2014-08-26,MFZL,59.3,5,41,18.3,118,0.5,2.21,0.1,5369.17,5670.83,5479.17,4908.5,6634.17,2.5,2.67,2.5,2.5,2.5,2.43,2.81,2.07,3.87,15.84,14.29,15.29,13.47
Setd5,M01815324,Setd5:Het,Het,Female,2014-08-26,MEFW,33,23.7,15,18,79.3,0.43,1.37,0.93,8525.67,6765.67,8341,9248,6755.17,2.25,2.3,2.38,2.1,2.64,2.13,2.24,1.88,4.14,13.28,11.54,13.34,13.29
Adpgk,M01814190,Adpgk:Hom,Hom,Male,2014-08-26,MFTB,75,1.7,45.3,29.7,56,1.33,1.56,0.03,10568.33,7432,10705.33,9697.67,10501.17,2.54,2.75,2.58,2.53,2.7,2.71,3.28,2.34,5.25,14.89,13.49,14.42,13.98
Nudt12,M01810428,Nudt12:Hom,Hom,Female,2014-08-26,MGGX,96.3,1.3,55.7,40.7,61,1.57,1.38,0.01,8875,6192.67,9372,8156.67,10254.17,2.48,2.21,2.53,2.41,2.77,3.02,3.5,2.64,5.55,15.22,13.87,14.71,13.83
Adpgk,M01814170,Adpgk:Hom,Hom,Female,2014-08-26,MFTB,119,1.3,77,42,79,1.51,1.82,0.01,9649.17,3790,10169.33,8618.83,10574.33,2.55,2.83,2.58,2.5,2.86,2.58,2.94,2.34,5.49,14.09,12.78,14.22,13.29
Slc25a28,M01812917,Slc25a28(b):Hom,Hom,Male,2014-08-26,MUCS,70,1.7,39.7,30.3,41.3,1.77,1.59,0.02,12234.83,6213,11949.17,12236.67,16486.67,2.64,2.75,2.73,2.53,3.21,3.4,3.42,3.02,6.62,16.46,14.31,15.88,14.27
Dip2a,M01814051,Dip2a(b):Hom,Hom,Male,2014-08-26,MUBY,74.7,0.3,54,20.7,47.7,NA,NA,NA,10209.25,3922,10690.75,9207.75,11857.25,2.69,2.98,2.68,2.67,2.62,3.61,4,3.16,5.62,16.59,14.39,16.01,13.84
Mamstr,M01824254,Mamstr(b):Hom,Hom,Male,2014-08-26,MUEM,154,4.3,86.3,67.7,75.3,2.26,1.54,0.03,7563.33,5512.67,8085.33,6656.33,9375.83,2.27,2.11,2.31,2.17,2.8,2.11,2.33,1.92,4.97,15.44,13.25,14.78,13.73
Ddx51,M01810465,WT,WT,Female,2014-08-28,MGMT,29.7,10.3,20.7,9,93.3,0.31,2.96,0.47,6839.5,5747.33,6818.33,6977,9834.17,2.8,2.4,2.82,2.63,2.68,2.41,2.25,1.96,4.97,13.38,12.38,13.56,13.36
Fzd6,M01818722,Fzd6:Hom,Hom,Male,2014-08-28,MGHV,32.7,9.7,15,17.7,55,0.65,1.25,0.31,8689.5,9021.67,8720.17,8596.67,9738.33,2.76,2.5,2.89,2.4,2.75,2.87,3.03,2.31,4.67,15.23,13.86,13.96,14.31
Ndufb8,M01812234,Ndufb8:Het,Het,Female,2014-08-28,MFHG,130.3,0.7,92.3,38,131.7,1,2.52,0.01,9739.67,5402,10242,8543.5,6923.33,2.49,2.53,2.53,2.36,2.38,2.87,3.09,2.36,4.16,14.66,13.26,14.58,12.89
Cir1,M01815070,WT,WT,Male,2014-08-28,MGHD,93.3,2.7,68.7,24.7,84.3,1.11,2.84,0.03,9024.67,9246.83,9166.67,8889.5,11600,2.69,3.09,2.68,2.68,2.84,2.85,3.21,2.47,4.84,16.94,14.43,15.86,13.51
Dph6,M01817134,Dph6:Hom,Hom,Male,2014-08-28,MFZU,66,4.3,48,18,117.3,0.57,2.8,0.07,7720.17,6072.75,8266.67,6776.33,9430.33,2.27,2.07,2.34,2.1,2.66,1.88,2.56,1.71,4.9,14.24,12.81,13.85,13.12
Snx31,M01817041,Snx31:Hom,Hom,Male,2014-08-28,MGEL,90.3,2.7,66.3,24,89.3,1.01,2.79,0.03,8267.17,7785.5,8627,7784,9388,2.24,2.05,2.27,2.15,2.75,2.23,2.51,2.15,5.18,17.24,14.55,16.37,13.73
Snx31,M01817042,Snx31:Hom,Hom,Female,2014-08-28,MGEL,132,3.3,98.3,33.7,110,1.2,3.52,0.03,9080.17,5286.5,9526.67,7679,9905.83,2.63,2.59,2.68,2.47,2.6,2.82,3.07,2.27,4.56,14.28,12.5,13.91,13.12
Mospd1,M01809475,WT,WT,Male,2014-08-28,MGHQ,81,0.7,53.7,27.3,73.7,1.11,2.14,0.01,10264.67,10206.5,11224,7846.17,10282.17,2.51,2.38,2.65,2.35,2.72,3.22,3.42,2.4,4.91,16.09,14.14,15.37,14.19
4933434E20Rik,M01822895,WT,WT,Male,2014-09-01,MERZ,77,1.3,42.3,34.7,74,1.1,1.35,0.02,10851.33,5965,11444.17,9260.67,10736.5,2.29,2.15,2.41,2.16,2.52,2.47,2.86,2.16,3.17,13.03,12.03,13.08,11.83
Hibadh,M01821786,Hibadh(b):Hom,Hom,Female,2014-09-03,MUDR,99.7,6,48,51.7,81,1.36,1.3,0.06,5948.67,7788.33,6008,5502.67,8399.67,2.77,2.65,2.84,2.73,2.72,2.51,2.8,2.32,2.37,14.62,13.14,14.61,11.58
Usp20,M01811687,Usp20:Hom,Hom,Female,2014-09-01,MGEX,94.3,1,64.3,30,108,0.87,2.17,0.01,11362.83,8456,13336,8135.33,7346.33,2.68,2.45,2.71,2.6,2.57,2.6,2.9,2.25,3.17,13.26,11.76,12.82,12.25
Plxnb3,M01829430,Plxnb3:Hemi,Hom,Male,2014-09-03,MGFF,58.3,2.7,16.7,41.7,36,1.88,0.44,0.05,8438.83,6739.83,10736.83,8130.17,8642.67,2.55,3.02,2.59,2.56,2.88,2.73,3.04,2.75,3.57,13.66,11.68,13.86,12.85
Nubpl,M01820017,Nubpl(b):Het,Het,Female,2014-09-01,MUBJ,107,3.7,60.7,46.3,105.3,1.07,1.31,0.04,10857.33,4426.25,12319.67,9350.67,8024.83,2.54,2.63,2.58,2.45,2.5,2.85,3.55,2.32,3.1,13.42,12.12,13.36,12.19
Pdcd2,M01824591,Pdcd2(b):Het,Het,Male,2014-09-03,MUCT,44.7,9.7,11.7,33,45.7,0.98,0.37,0.22,7274.17,6941.67,8057.17,6794,5094.33,2.62,2.66,2.64,2.62,2.69,2.29,2.33,2.2,2.11,14.6,13.32,14.47,12.37
Setd5,M01815333,WT,WT,Female,2014-09-01,MEFW,68.3,2.3,47.7,20.7,96.3,0.72,2.13,0.05,8865.33,4205.75,10016.67,6611.33,14099.17,2.75,2.93,2.78,2.7,2.63,2.37,2.44,1.85,3.03,12.15,11.43,12.38,11.64
Il23r,M01812480,Il23r:Hom,Hom,Male,2014-09-01,MFXK,123.7,0.3,91.3,32.3,87.3,1.42,2.94,0,11093.67,4469,11624.17,9396,13456.5,2.52,2.29,2.56,2.41,2.78,3.05,3.42,2.41,4.56,14.81,13.07,14.52,12.1
Setd5,M01815330,WT,WT,Male,2014-09-01,MEFW,94.3,2,71,23.3,86.3,1.1,3.23,0.02,9910.67,7653.17,10418.67,8583,12422.5,2.62,2.45,2.72,2.35,2.74,2.9,3.32,2.06,3.41,15.16,13.66,14.84,12.17
Atp11a,M01823076,Atp11a:Het,Het,Female,2014-09-03,MFTN,90.7,8,36.7,54,84.3,1.17,0.69,0.09,5685.67,4834.5,6212.67,5429.33,5749.67,2.58,2.71,2.69,2.53,2.6,2.26,2.69,2.06,2.35,14.54,12.7,14.83,11.81
Il23r,M01821859,Il23r:Hom,Hom,Female,2014-09-01,MFXK,104,4,54,50,89,1.33,1.53,0.04,6188.33,4193.17,7576.17,5038.17,8387,2.66,2.27,2.69,2.51,2.48,2.01,2.49,1.64,2.21,13.08,11.88,12.47,11.27
Aldh1b1,M01825890,Aldh1b1:Hom,Hom,Female,2014-09-03,MGER,111.7,0.7,45.3,66.3,55.3,4.12,1.22,0.01,11034.17,8100,11727.5,10175.67,5816.67,2.45,2.76,2.55,2.38,2.4,3.76,4.83,3.48,3.58,15.33,13.67,14.94,13.37
